id,flight_number,airline_code,airline_name,origin_code,origin_name,origin_city,origin_country,destination_code,destination_name,destination_city,destination_country,departure_datetime,arrival_datetime,duration,aircraft_type,aircraft_name,status,total_seats,available_seats,economy_fare,premium_economy_fare,business_fare,first_fare
F00116,AI599,AI,Air India,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Airport,Sydney,Australia,2025-06-25 21:30,2025-06-26 03:25,5h 5m,B787,Boeing 787,Landed,250,194,320,480,800,1280
F00117,DL400,DL,Delta Air Lines,SYD,Sydney Airport,Sydney,Australia,ORD,O'Hare International Airport,Chicago,USA,2025-07-07 21:30,2025-07-08 08:38,11h 22m,B787,Boeing 787,Boarding,250,186,728,1092,1820,2912
F00118,SQ216,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,HND,Haneda Airport,Tokyo,Japan,2025-06-23 09:00,2025-06-23 12:50,3h 52m,B777,Boeing 777,Scheduled,300,197,207,310,517,828
F00119,SQ236,SQ,Singapore Airlines,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-07-10 15:45,2025-07-11 01:36,9h 30m,B777,Boeing 777,Scheduled,300,190,544,816,1360,2176
F00120,AA277,AA,American Airlines,SIN,Changi Airport,Singapore,Singapore,JFK,John F. Kennedy International Airport,New York,USA,2025-07-10 02:15,2025-07-10 09:01,6h 11m,B747,Boeing 747,Scheduled,410,125,497,745,1242,1988
F00121,EK112,EK,Emirates,SIN,Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,2025-07-10 14:15,2025-07-11 00:38,10h 37m,A320,Airbus A320,Landed,180,9,594,891,1485,2376
F00122,AF403,AF,Air France,LHR,Heathrow Airport,London,UK,JFK,John F. Kennedy International Airport,New York,USA,2025-06-15 06:30,2025-06-15 20:32,14h 52m,B787,Boeing 787,Cancelled,250,9,760,1140,1900,3040
F00123,UA657,UA,United Airlines,ORD,O'Hare International Airport,Chicago,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-03 04:30,2025-07-03 05:59,1h 23m,A380,Airbus A380,Landed,525,469,250,375,625,1000
F00124,AI256,AI,Air India,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-07-12 09:45,2025-07-12 14:02,4h 6m,A320,Airbus A320,Boarding,180,74,310,465,775,1240
F00125,BA273,BA,British Airways,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-17 20:30,2025-06-17 22:56,2h 43m,B777,Boeing 777,In Air,300,90,221,331,552,884
F00126,QF488,QF,Qantas,HND,Haneda Airport,Tokyo,Japan,ORD,O'Hare International Airport,Chicago,USA,2025-06-30 02:00,2025-06-30 11:30,9h 46m,A350,Airbus A350,Delayed,325,127,537,805,1342,2148
F00127,AF185,AF,Air France,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-06-22 20:30,2025-06-23 01:20,4h 24m,A350,Airbus A350,Scheduled,325,47,361,541,902,1444
F00128,BA696,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,2025-07-08 19:45,2025-07-09 08:49,13h 52m,A330,Airbus A330,Scheduled,290,252,808,1212,2020,3232
F00129,JL177,JL,Japan Airlines,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-07-05 22:30,2025-07-06 07:07,8h 17m,A350,Airbus A350,Landed,325,182,586,879,1465,2344
F00130,JL943,JL,Japan Airlines,SYD,Sydney Airport,Sydney,Australia,JFK,John F. Kennedy International Airport,New York,USA,2025-06-15 08:30,2025-06-15 17:44,9h 6m,B737,Boeing 737,Boarding,180,117,500,750,1250,2000
F00131,AA490,AA,American Airlines,SIN,Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,2025-06-21 11:00,2025-06-21 19:46,8h 57m,A330,Airbus A330,Boarding,290,183,516,774,1290,2064
F00132,AI828,AI,Air India,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-06-29 18:00,2025-06-30 05:11,11h 17m,A380,Airbus A380,Scheduled,525,324,611,916,1527,2444
F00133,AA566,AA,American Airlines,LHR,Heathrow Airport,London,UK,SYD,Sydney Airport,Sydney,Australia,2025-06-16 05:15,2025-06-16 19:25,14h 57m,B787,Boeing 787,Scheduled,250,133,780,1170,1950,3120
F00134,AF583,AF,Air France,DEL,Indira Gandhi International Airport,Delhi,India,CDG,Charles de Gaulle Airport,Paris,France,2025-07-01 12:30,2025-07-02 01:43,13h 10m,B737,Boeing 737,Cancelled,180,140,712,1068,1780,2848
F00135,DL597,DL,Delta Air Lines,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-06-21 23:15,2025-06-22 05:36,6h 16m,B787,Boeing 787,Boarding,250,211,445,667,1112,1780
F00136,BA272,BA,British Airways,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-06 11:15,2025-07-07 00:26,13h 59m,A320,Airbus A320,Cancelled,180,92,822,1233,2055,3288
F00137,AI708,AI,Air India,DEL,Indira Gandhi International Airport,Delhi,India,JFK,John F. Kennedy International Airport,New York,USA,2025-07-07 17:45,2025-07-08 02:12,8h 17m,B777,Boeing 777,Scheduled,300,125,576,864,1440,2304
F00138,DL250,DL,Delta Air Lines,HND,Haneda Airport,Tokyo,Japan,CDG,Charles de Gaulle Airport,Paris,France,2025-07-10 14:30,2025-07-11 03:29,12h 47m,A330,Airbus A330,Scheduled,290,210,695,1042,1737,2780
F00139,AF713,AF,Air France,SYD,Sydney Airport,Sydney,Australia,ORD,O'Hare International Airport,Chicago,USA,2025-06-28 01:30,2025-06-28 14:11,12h 38m,A320,Airbus A320,Scheduled,180,61,729,1093,1822,2916
F00140,JL370,JL,Japan Airlines,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,2025-06-29 00:30,2025-06-29 04:47,4h 51m,B787,Boeing 787,Boarding,250,81,375,562,937,1500
F00141,JL824,JL,Japan Airlines,CDG,Charles de Gaulle Airport,Paris,France,JFK,John F. Kennedy International Airport,New York,USA,2025-07-08 13:15,2025-07-08 21:45,8h 30m,A330,Airbus A330,Scheduled,290,23,597,895,1492,2388
F00142,EK529,EK,Emirates,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-07-11 20:00,2025-07-12 04:55,8h 22m,A330,Airbus A330,Scheduled,290,0,529,793,1322,2116
F00143,AI529,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-07-13 03:00,2025-07-13 06:58,3h 47m,B747,Boeing 747,Scheduled,410,350,275,412,687,1100
F00144,SQ332,SQ,Singapore Airlines,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-30 21:30,2025-07-01 08:59,11h 29m,B737,Boeing 737,Landed,180,72,703,1054,1757,2812
F00145,SQ809,SQ,Singapore Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-02 17:00,2025-07-02 20:27,3h 31m,B777,Boeing 777,Scheduled,300,277,223,334,557,892
F00146,AA543,AA,American Airlines,LHR,Heathrow Airport,London,UK,JFK,John F. Kennedy International Airport,New York,USA,2025-06-20 08:15,2025-06-20 14:51,6h 51m,A380,Airbus A380,Scheduled,525,507,493,739,1232,1972
F00147,EK862,EK,Emirates,HND,Haneda Airport,Tokyo,Japan,ORD,O'Hare International Airport,Chicago,USA,2025-06-27 01:45,2025-06-27 14:43,12h 18m,A350,Airbus A350,Cancelled,325,224,690,1035,1725,2760
F00148,UA506,UA,United Airlines,SYD,Sydney Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,2025-06-25 23:15,2025-06-26 05:29,6h 4m,A330,Airbus A330,Cancelled,290,283,446,669,1115,1784
F00149,EK890,EK,Emirates,DEL,Indira Gandhi International Airport,Delhi,India,DXB,Dubai International Airport,Dubai,UAE,2025-07-10 17:45,2025-07-11 08:16,14h 1m,A320,Airbus A320,Scheduled,180,122,900,1350,2250,3600
F00150,AF845,AF,Air France,DEL,Indira Gandhi International Airport,Delhi,India,LHR,Heathrow Airport,London,UK,2025-07-04 12:30,2025-07-04 19:15,6h 6m,B747,Boeing 747,Scheduled,410,160,361,541,902,1444
F00151,SQ144,SQ,Singapore Airlines,LHR,Heathrow Airport,London,UK,DXB,Dubai International Airport,Dubai,UAE,2025-07-05 15:15,2025-07-05 22:18,7h 0m,B737,Boeing 737,Landed,180,6,467,700,1167,1868
F00152,UA153,UA,United Airlines,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-23 19:15,2025-06-23 22:57,3h 32m,A350,Airbus A350,In Air,325,257,349,523,872,1396
F00153,QF410,QF,Qantas,LHR,Heathrow Airport,London,UK,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-10 09:45,2025-07-10 23:36,13h 37m,A330,Airbus A330,Landed,290,163,787,1180,1967,3148
F00154,AI178,AI,Air India,LAX,Los Angeles International Airport,Los Angeles,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-18 17:00,2025-06-19 05:45,12h 37m,A330,Airbus A330,Boarding,290,14,658,987,1645,2632
F00155,AA116,AA,American Airlines,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-06-28 17:15,2025-06-29 06:28,13h 21m,A350,Airbus A350,Scheduled,325,283,808,1212,2020,3232
F00156,JL870,JL,Japan Airlines,LHR,Heathrow Airport,London,UK,CDG,Charles de Gaulle Airport,Paris,France,2025-06-27 02:30,2025-06-27 15:04,12h 43m,B737,Boeing 737,Landed,180,51,748,1122,1870,2992
F00157,DL273,DL,Delta Air Lines,ORD,O'Hare International Airport,Chicago,USA,SYD,Sydney Airport,Sydney,Australia,2025-06-17 17:45,2025-06-18 03:12,9h 42m,B737,Boeing 737,Cancelled,180,3,620,930,1550,2480
F00158,AA877,AA,American Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-07-11 12:00,2025-07-11 15:31,3h 8m,A320,Airbus A320,Scheduled,180,87,305,457,762,1220
F00159,EK211,EK,Emirates,LHR,Heathrow Airport,London,UK,ORD,O'Hare International Airport,Chicago,USA,2025-06-30 10:15,2025-06-30 22:38,12h 14m,A380,Airbus A380,In Air,525,40,737,1105,1842,2948
F00160,AA717,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-06-21 00:00,2025-06-21 12:54,12h 2m,B747,Boeing 747,Cancelled,410,141,737,1105,1842,2948
F00161,QF352,QF,Qantas,SIN,Changi Airport,Singapore,Singapore,ORD,O'Hare International Airport,Chicago,USA,2025-07-04 18:45,2025-07-05 06:22,11h 34m,B747,Boeing 747,Delayed,410,357,658,987,1645,2632
F00162,BA186,BA,British Airways,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-06-21 19:45,2025-06-22 01:29,5h 22m,A330,Airbus A330,Scheduled,290,274,395,592,987,1580
F00163,DL901,DL,Delta Air Lines,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,2025-07-04 03:45,2025-07-04 16:10,12h 14m,A330,Airbus A330,Cancelled,290,220,706,1059,1765,2824
F00164,SQ141,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,JFK,John F. Kennedy International Airport,New York,USA,2025-06-19 12:30,2025-06-19 20:23,7h 3m,B787,Boeing 787,Cancelled,250,187,529,793,1322,2116
F00165,EK842,EK,Emirates,ORD,O'Hare International Airport,Chicago,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-06-19 17:45,2025-06-20 08:19,14h 10m,A350,Airbus A350,Scheduled,325,9,765,1147,1912,3060
F00166,EK252,EK,Emirates,ORD,O'Hare International Airport,Chicago,USA,SIN,Changi Airport,Singapore,Singapore,2025-07-11 17:00,2025-07-12 05:43,12h 43m,A320,Airbus A320,Delayed,180,81,785,1177,1962,3140
F00167,EK678,EK,Emirates,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-25 07:45,2025-06-25 09:37,1h 21m,A320,Airbus A320,Scheduled,180,75,150,225,375,600
F00168,BA973,BA,British Airways,ORD,O'Hare International Airport,Chicago,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-24 13:15,2025-06-24 17:55,4h 1m,A320,Airbus A320,Cancelled,180,128,322,483,805,1288
F00169,AF896,AF,Air France,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-27 07:15,2025-06-27 16:20,9h 45m,A350,Airbus A350,Scheduled,325,111,569,853,1422,2276
F00170,BA301,BA,British Airways,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-02 15:45,2025-07-02 22:45,7h 18m,A320,Airbus A320,Scheduled,180,4,500,750,1250,2000
F00171,AA371,AA,American Airlines,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-06-26 02:00,2025-06-26 06:41,4h 45m,A330,Airbus A330,Scheduled,290,239,364,546,910,1456
F00172,AF123,AF,Air France,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,2025-06-26 17:45,2025-06-27 03:12,9h 0m,B737,Boeing 737,Scheduled,180,155,520,780,1300,2080
F00173,BA403,BA,British Airways,DEL,Indira Gandhi International Airport,Delhi,India,SYD,Sydney Airport,Sydney,Australia,2025-06-27 17:45,2025-06-28 03:57,10h 10m,A380,Airbus A380,Boarding,525,0,631,946,1577,2524
F00174,UA499,UA,United Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-07-04 23:45,2025-07-05 03:24,3h 17m,B777,Boeing 777,Scheduled,300,259,237,355,592,948
F00175,JL510,JL,Japan Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,HND,Haneda Airport,Tokyo,Japan,2025-07-05 08:45,2025-07-05 23:06,14h 29m,A330,Airbus A330,Landed,290,80,849,1273,2122,3396
F00176,QF260,QF,Qantas,LAX,Los Angeles International Airport,Los Angeles,USA,LHR,Heathrow Airport,London,UK,2025-07-05 02:00,2025-07-05 08:53,6h 4m,A320,Airbus A320,Cancelled,180,75,452,678,1130,1808
F00177,AA531,AA,American Airlines,LHR,Heathrow Airport,London,UK,DXB,Dubai International Airport,Dubai,UAE,2025-06-25 22:45,2025-06-26 07:48,9h 34m,B787,Boeing 787,Scheduled,250,6,608,912,1520,2432
F00178,DL606,DL,Delta Air Lines,SIN,Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,2025-06-21 06:00,2025-06-21 13:08,7h 48m,B747,Boeing 747,Cancelled,410,174,424,636,1060,1696
F00179,SQ772,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Airport,Sydney,Australia,2025-06-19 20:45,2025-06-20 02:31,5h 50m,B787,Boeing 787,Landed,250,175,374,561,935,1496
F00180,DL265,DL,Delta Air Lines,SYD,Sydney Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,2025-07-12 13:15,2025-07-12 17:26,4h 7m,B737,Boeing 737,Cancelled,180,137,363,544,907,1452
F00181,EK792,EK,Emirates,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-07-10 22:15,2025-07-11 04:11,5h 2m,A350,Airbus A350,Scheduled,325,59,400,600,1000,1600
F00182,EK694,EK,Emirates,SIN,Changi Airport,Singapore,Singapore,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-13 16:00,2025-07-14 06:58,14h 35m,B737,Boeing 737,Landed,180,170,765,1147,1912,3060
F00183,DL792,DL,Delta Air Lines,SYD,Sydney Airport,Sydney,Australia,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-06 19:00,2025-07-07 07:28,12h 5m,B737,Boeing 737,Cancelled,180,136,650,975,1625,2600
F00184,QF716,QF,Qantas,HND,Haneda Airport,Tokyo,Japan,JFK,John F. Kennedy International Airport,New York,USA,2025-07-06 20:45,2025-07-07 00:36,3h 23m,B737,Boeing 737,Scheduled,180,7,267,400,667,1068
F00185,BA721,BA,British Airways,SIN,Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,2025-06-15 09:00,2025-06-15 12:56,3h 7m,B747,Boeing 747,Scheduled,410,222,340,510,850,1360
F00186,DL452,DL,Delta Air Lines,SIN,Changi Airport,Singapore,Singapore,LHR,Heathrow Airport,London,UK,2025-06-24 14:15,2025-06-24 17:21,3h 16m,A320,Airbus A320,In Air,180,132,240,360,600,960
F00187,AA911,AA,American Airlines,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-07-04 13:30,2025-07-04 16:54,3h 35m,A330,Airbus A330,Boarding,290,82,203,304,507,812
F00188,DL438,DL,Delta Air Lines,CDG,Charles de Gaulle Airport,Paris,France,DXB,Dubai International Airport,Dubai,UAE,2025-06-16 06:15,2025-06-16 13:35,7h 4m,B747,Boeing 747,Landed,410,194,413,619,1032,1652
F00189,DL207,DL,Delta Air Lines,SYD,Sydney Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-24 11:00,2025-06-25 01:32,14h 21m,A380,Airbus A380,Landed,525,324,819,1228,2047,3276
F00190,AI683,AI,Air India,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-07-06 15:30,2025-07-07 04:10,12h 47m,B777,Boeing 777,Boarding,300,116,790,1185,1975,3160
F00191,JL437,JL,Japan Airlines,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-06-14 21:30,2025-06-15 12:02,14h 29m,B747,Boeing 747,Scheduled,410,410,870,1305,2175,3480
F00192,AA496,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,SIN,Changi Airport,Singapore,Singapore,2025-07-08 16:00,2025-07-09 00:00,8h 56m,B747,Boeing 747,Scheduled,410,405,568,852,1420,2272
F00193,DL586,DL,Delta Air Lines,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-14 16:30,2025-06-15 06:00,13h 54m,B777,Boeing 777,Scheduled,300,252,739,1108,1847,2956
F00194,EK157,EK,Emirates,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,2025-07-09 14:15,2025-07-09 22:01,7h 17m,A320,Airbus A320,In Air,180,27,464,696,1160,1856
F00195,AA822,AA,American Airlines,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-18 01:45,2025-06-18 05:31,3h 44m,A380,Airbus A380,Delayed,525,485,268,402,670,1072
F00196,SQ374,SQ,Singapore Airlines,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,2025-06-27 11:45,2025-06-27 23:56,12h 40m,A320,Airbus A320,Scheduled,180,140,681,1021,1702,2724
F00197,DL312,DL,Delta Air Lines,JFK,John F. Kennedy International Airport,New York,USA,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-13 06:30,2025-07-13 16:14,9h 19m,A330,Airbus A330,Cancelled,290,65,527,790,1317,2108
F00198,BA750,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,HND,Haneda Airport,Tokyo,Japan,2025-06-22 20:45,2025-06-23 06:29,9h 42m,B777,Boeing 777,Scheduled,300,141,519,778,1297,2076
F00199,JL951,JL,Japan Airlines,DEL,Indira Gandhi International Airport,Delhi,India,HND,Haneda Airport,Tokyo,Japan,2025-07-02 06:15,2025-07-02 19:35,13h 30m,A350,Airbus A350,Cancelled,325,258,708,1062,1770,2832
F00200,AA289,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-07-02 05:15,2025-07-02 08:08,2h 23m,B787,Boeing 787,Scheduled,250,237,204,306,510,816
F00201,SQ890,SQ,Singapore Airlines,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-07-09 13:45,2025-07-10 02:56,13h 34m,B777,Boeing 777,Boarding,300,188,768,1152,1920,3072
F00202,SQ544,SQ,Singapore Airlines,DEL,Indira Gandhi International Airport,Delhi,India,SYD,Sydney Airport,Sydney,Australia,2025-06-17 21:15,2025-06-18 11:15,14h 47m,A380,Airbus A380,Scheduled,525,277,879,1318,2197,3516
F00203,AA293,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,2025-06-27 12:45,2025-06-27 16:46,4h 15m,A380,Airbus A380,Scheduled,525,486,362,543,905,1448
F00204,QF798,QF,Qantas,DXB,Dubai International Airport,Dubai,UAE,JFK,John F. Kennedy International Airport,New York,USA,2025-06-29 00:45,2025-06-29 15:07,14h 37m,A330,Airbus A330,Scheduled,290,38,838,1257,2095,3352
F00205,AI649,AI,Air India,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,2025-06-18 18:45,2025-06-19 04:34,9h 31m,A320,Airbus A320,Cancelled,180,109,552,828,1380,2208
F00206,AI753,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,2025-06-16 04:00,2025-06-16 13:57,9h 11m,B787,Boeing 787,Cancelled,250,211,606,909,1515,2424
F00207,UA229,UA,United Airlines,ORD,O'Hare International Airport,Chicago,USA,SIN,Changi Airport,Singapore,Singapore,2025-07-03 17:00,2025-07-03 23:26,6h 34m,B737,Boeing 737,Boarding,180,118,391,586,977,1564
F00208,EK639,EK,Emirates,HND,Haneda Airport,Tokyo,Japan,ORD,O'Hare International Airport,Chicago,USA,2025-07-05 00:45,2025-07-05 05:04,4h 24m,B787,Boeing 787,Scheduled,250,207,335,502,837,1340
F00209,AI449,AI,Air India,DEL,Indira Gandhi International Airport,Delhi,India,CDG,Charles de Gaulle Airport,Paris,France,2025-07-09 15:30,2025-07-10 05:44,14h 19m,A350,Airbus A350,Scheduled,325,56,811,1216,2027,3244
F00210,DL169,DL,Delta Air Lines,SIN,Changi Airport,Singapore,Singapore,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-04 19:30,2025-07-05 08:34,13h 3m,B787,Boeing 787,Cancelled,250,13,823,1234,2057,3292
F00211,QF962,QF,Qantas,SIN,Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,2025-07-08 00:00,2025-07-08 11:20,11h 34m,B747,Boeing 747,Landed,410,374,700,1050,1750,2800
F00212,AI699,AI,Air India,SYD,Sydney Airport,Sydney,Australia,JFK,John F. Kennedy International Airport,New York,USA,2025-06-29 02:15,2025-06-29 08:59,6h 25m,A330,Airbus A330,Scheduled,290,188,433,649,1082,1732
F00213,AA205,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,LHR,Heathrow Airport,London,UK,2025-06-23 18:45,2025-06-24 07:07,12h 42m,B777,Boeing 777,Scheduled,300,265,710,1065,1775,2840
F00214,BA157,BA,British Airways,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-07-09 22:15,2025-07-10 08:12,9h 29m,A320,Airbus A320,Scheduled,180,143,593,889,1482,2372
F00215,EK870,EK,Emirates,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-06-24 02:45,2025-06-24 15:07,12h 23m,A380,Airbus A380,Boarding,525,382,735,1102,1837,2940
F00216,AI637,AI,Air India,HND,Haneda Airport,Tokyo,Japan,LHR,Heathrow Airport,London,UK,2025-06-14 10:45,2025-06-14 15:58,5h 1m,B777,Boeing 777,Boarding,300,226,438,657,1095,1752
F00217,AA181,AA,American Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-07-13 21:00,2025-07-13 22:54,1h 58m,A350,Airbus A350,Scheduled,325,211,192,288,480,768
F00218,UA595,UA,United Airlines,SIN,Changi Airport,Singapore,Singapore,ORD,O'Hare International Airport,Chicago,USA,2025-06-24 08:15,2025-06-24 22:44,14h 49m,A320,Airbus A320,Scheduled,180,27,810,1215,2025,3240
F00219,AA189,AA,American Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-09 10:30,2025-07-10 00:31,14h 45m,B777,Boeing 777,Scheduled,300,128,836,1254,2090,3344
F00220,EK784,EK,Emirates,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-06-17 22:45,2025-06-18 08:27,9h 55m,A350,Airbus A350,Landed,325,264,581,871,1452,2324
F00221,UA278,UA,United Airlines,ORD,O'Hare International Airport,Chicago,USA,SYD,Sydney Airport,Sydney,Australia,2025-06-29 19:15,2025-06-30 01:55,6h 49m,B747,Boeing 747,Scheduled,410,189,381,571,952,1524
F00222,UA217,UA,United Airlines,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-16 05:15,2025-06-16 19:13,13h 26m,A320,Airbus A320,In Air,180,167,704,1056,1760,2816
F00223,EK992,EK,Emirates,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-12 10:45,2025-07-13 00:45,14h 46m,A380,Airbus A380,Scheduled,525,265,762,1143,1905,3048
F00224,BA411,BA,British Airways,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-06-22 07:00,2025-06-22 16:54,9h 39m,A320,Airbus A320,Cancelled,180,18,570,855,1425,2280
F00225,UA971,UA,United Airlines,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-06-20 02:00,2025-06-20 11:01,9h 45m,A350,Airbus A350,Cancelled,325,248,607,910,1517,2428
F00226,AI759,AI,Air India,SIN,Changi Airport,Singapore,Singapore,DXB,Dubai International Airport,Dubai,UAE,2025-06-27 09:30,2025-06-27 22:20,12h 47m,A350,Airbus A350,Scheduled,325,311,733,1099,1832,2932
F00227,QF786,QF,Qantas,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,2025-06-17 08:45,2025-06-17 17:19,8h 16m,B777,Boeing 777,Scheduled,300,87,519,778,1297,2076
F00228,AA173,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-22 21:00,2025-06-22 23:47,2h 25m,A350,Airbus A350,Cancelled,325,205,298,447,745,1192
F00229,SQ268,SQ,Singapore Airlines,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-07 19:00,2025-07-08 09:32,14h 44m,A320,Airbus A320,Delayed,180,28,853,1279,2132,3412
F00230,AF670,AF,Air France,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-06-21 09:00,2025-06-21 20:59,11h 31m,A320,Airbus A320,Scheduled,180,105,663,994,1657,2652
F00231,AI985,AI,Air India,DEL,Indira Gandhi International Airport,Delhi,India,SIN,Changi Airport,Singapore,Singapore,2025-06-15 22:30,2025-06-16 03:28,4h 36m,A380,Airbus A380,In Air,525,115,287,430,717,1148
F00232,AF424,AF,Air France,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-03 17:00,2025-07-04 01:15,8h 26m,A320,Airbus A320,Scheduled,180,129,468,702,1170,1872
